sample_id,m_hot_kg_s,m_cold_kg_s,cp_hot_J_kgK,cp_cold_J_kgK,UA_W_K,T_hot_in_C,T_cold_in_C,Q_kW,T_hot_out_C,T_cold_out_C,effectiveness,NTU,LMTD_K,split
1050,0.0856476,0.352061,2556.03,1780.29,158.84,144.272,43.8399,10.5786,95.9497,60.7179,0.481144,0.725567,66.5993,test
1051,1.25577,0.150723,3533.25,4178.36,582.328,212.461,15.6172,72.5554,196.109,130.825,0.585275,0.924658,124.595,train
1052,0.151121,1.36559,1143.82,1729.66,12583.4,111.076,57.9806,9.17785,57.9806,61.8663,1,72.7974,0.729362,train
1053,2.78294,0.793022,1922.4,1624.45,902.641,207.242,51.7659,96.243,189.253,126.476,0.480522,0.700686,106.624,train
1054,0.102016,1.26597,3068.05,3315.9,114.8,131.821,27.1024,9.96294,99.99,29.4758,0.303971,0.366786,86.785,train
1055,1.4933,0.0977505,2068.3,1173.4,700.047,277.279,11.5321,30.3989,267.437,276.561,0.9973,6.10328,43.4241,train
1056,0.841034,2.0566,1824.44,1648.43,8725.41,166.332,43.5302,183.747,46.5815,97.7303,0.975152,5.68647,21.0589,train
1057,0.716565,1.76101,1406.83,3513.09,5954.37,233.505,44.7573,189.138,45.8843,75.3296,0.994029,5.90661,31.7646,train
1058,0.467758,1.32994,2019.75,2323.45,105.428,256.379,9.02879,24.2954,230.662,16.8912,0.103966,0.111593,230.445,test
1059,0.121543,2.17839,2373.83,1763.62,119.09,145.632,37.3553,10.4496,109.415,40.0752,0.33449,0.412758,87.7453,train
1060,0.810075,3.16703,1493.83,2580.95,193.252,202.254,18.085,32.5565,175.351,22.0679,0.146081,0.159697,168.466,train
1061,0.101886,2.5151,2238.67,1039.85,7355.97,226.526,29.4615,44.9481,29.4615,46.648,1,32.2505,6.11043,train
1062,0.0628776,3.71544,1119.22,2945.92,5996.28,260.674,10.5363,17.6032,10.5363,12.1446,1,85.206,2.93569,train
1063,2.13255,2.57665,1034.29,2301.15,15974.7,139.446,45.0211,206.882,45.6513,79.9128,0.993326,7.24249,12.9506,train
1064,0.148861,4.08902,4021.56,3169.37,516.902,125.742,35.5379,30.9288,74.0783,37.9244,0.572744,0.863443,59.835,train
1065,1.1551,0.0735498,3410.12,4143.02,252.628,292.579,26.439,44.9763,281.161,174.038,0.554594,0.829053,178.034,train
1066,0.102126,0.127684,2824.04,2926.41,128.037,278.923,54.2438,20.6341,207.378,109.466,0.318431,0.443942,161.158,train
1067,0.531322,0.0885322,2538.97,2894.1,1491.88,283.622,19.9162,67.0765,233.899,281.708,0.992742,5.82261,44.9612,test
1068,3.26702,0.184626,1292.59,2883.2,7065.14,188.099,32.9761,82.5733,168.545,188.098,0.999992,13.2725,11.6874,test
1069,0.205652,0.207983,3767.01,3894.07,2230.09,85.1355,41.8629,25.2793,52.5041,73.0759,0.754089,2.87867,11.3356,train
1070,0.90424,1.92697,3205.39,2659,373.81,288.304,10.79,94.2019,255.803,29.1751,0.117115,0.128969,252.005,test
1071,0.0897502,0.0917697,2459.97,2126.81,2374.66,274.237,56.9713,40.8761,89.0952,266.403,0.963941,12.1667,17.2134,train
1072,4.98815,0.0542742,1934.47,1719.78,19706.9,172.431,37.9166,12.5555,171.129,172.431,1,211.132,0.637109,test
1073,0.339926,0.186652,3350.88,2012.98,469.216,90.2495,9.38308,20.0966,72.6062,62.8702,0.661426,1.24882,42.8301,train
1074,0.376821,0.393489,2469.65,2517.05,1531.32,271.035,16.462,150.13,109.711,168.043,0.633704,1.64549,98.0397,train
1075,0.197366,1.88532,2705.4,1731.26,293.95,192.782,28.8655,36.0143,125.334,39.8994,0.411479,0.550515,122.519,test
1076,0.510891,2.99736,1375.35,3377.54,180.804,163.149,14.8534,23.471,129.746,17.1718,0.225248,0.257315,129.815,train
1077,2.58411,2.32874,1994.42,2595.75,18335.3,211.537,38.3719,735.265,68.8731,160.007,0.823861,3.55763,40.101,test
1078,0.0673584,0.45699,2586.81,3625.66,210.453,214.057,35.578,21.3065,91.7772,48.4374,0.685122,1.20781,101.241,train
1079,0.594745,0.112606,2741.68,4041.66,14320.3,221.493,19.9706,91.7158,165.246,221.493,1,31.4652,6.4046,test
1080,1.20815,0.181021,2879.05,2803.95,9933.46,206.224,51.1256,78.724,183.591,206.224,1,19.5705,7.92514,train
1081,0.117455,0.376555,2361.72,2800.71,17072,83.7912,27.7373,15.5491,27.7373,42.4811,1,61.544,0.910794,train
1082,0.0662828,4.22758,2518.52,3027.97,1083.68,292.039,43.9223,41.3518,44.3264,47.1527,0.998372,6.49165,38.1587,train
1083,0.817597,2.284,2826.33,2152.4,140.915,164.724,22.1986,19.2208,156.406,26.1084,0.0583604,0.0609814,136.4,test
1084,0.0560194,0.263222,1979.44,2919.05,217.017,286.96,27.8445,23.9979,70.5435,59.0771,0.835213,1.9571,110.58,test
1085,1.29622,0.177906,1030.67,2212.3,136.911,158.852,52.9922,11.7814,150.033,82.926,0.282769,0.347858,86.0518,train
1086,0.0503783,0.108974,2249.75,1117.27,4995.47,250.924,56.7896,21.9273,57.457,236.885,0.996562,44.0756,4.38944,train
1087,0.107376,2.76612,3080.22,2781.19,199.936,208.725,37.5682,25.4809,131.684,40.8804,0.450122,0.604507,127.445,train
1088,4.39816,1.04994,3461.64,1928.76,164.987,270.981,58.6391,33.4747,268.782,75.1691,0.0778462,0.0814714,202.893,test
1089,4.18314,2.91495,2783.05,3913.1,371.783,112.58,8.88491,37.3469,109.372,12.1591,0.0315752,0.032594,100.454,train
1090,0.717977,2.93973,4096.76,1954.86,3059.12,83.0209,49.634,56.504,63.8108,59.4663,0.575377,1.04003,18.4707,train
1091,0.318866,0.30906,4139.54,1607.54,431.181,253.437,9.32487,64.9107,204.261,139.976,0.535208,0.86787,150.542,train
1092,1.4364,3.3587,2653.61,3312.13,295.326,246.426,6.95117,67.2125,228.792,12.993,0.0736336,0.0774795,227.588,train
1093,2.79472,1.89004,3549.12,3295.59,147.152,221.865,27.6188,28.0442,219.037,32.1212,0.0231786,0.0236245,190.58,train
1094,0.741437,0.241833,1559.28,3536.54,1999.91,240.143,29.4273,137.501,121.209,190.2,0.762984,2.3384,68.7534,test
1095,0.838106,0.138303,1058.98,1571.85,12152.9,259.098,39.8809,47.656,205.404,259.098,1,55.9031,3.92138,train
1096,0.569405,0.126175,4106.88,1353.58,158.105,234.38,8.21993,22.9609,224.561,142.661,0.594451,0.925739,145.226,train
1097,2.84736,0.272577,2917.9,1480.52,786.585,149.74,57.5654,31.6153,145.935,135.907,0.849924,1.94913,40.1931,test
1098,0.302852,0.57084,3886.67,2769.51,199.531,80.1432,39.3925,7.08268,74.1261,43.8726,0.147657,0.169513,35.4966,train
1099,0.102715,0.785195,2284.13,3893.59,482.884,87.6608,16.3891,14.3861,26.3428,21.0947,0.860341,2.0582,29.7921,test
1100,2.55762,0.0772285,3193.16,3636.62,10045.9,159.093,51.0794,30.3357,155.378,159.093,1,35.7696,3.0197,train
1101,0.172824,0.567578,2193.77,3193.71,643.924,278.956,54.4462,66.534,103.466,91.151,0.781657,1.69841,103.326,train
1102,1.14356,0.156819,3488.41,1781.74,443.084,291.287,19.8553,59.438,276.388,232.581,0.783716,1.58578,134.146,train
1103,0.600891,0.161023,4058.87,3542.51,8855.31,88.3426,23.902,36.7582,73.2712,88.3422,0.999995,15.5241,4.15098,train
1104,0.0888875,0.224341,2521.37,1489.47,615.387,108.806,5.74095,18.8712,24.6044,62.2163,0.816976,2.74581,30.6656,train
1105,0.0909699,3.53682,3821.89,2192.07,125.143,91.7007,35.4019,5.88161,74.7838,36.1605,0.300484,0.359941,46.999,train
1106,0.0850467,0.239652,2453.19,2044.67,104.899,295.04,39.5484,19.629,200.958,79.6068,0.368241,0.502784,187.123,train
1107,0.34842,0.412431,2793.26,1152.34,4903.8,84.8767,31.1914,25.4478,58.7289,84.7364,0.997386,10.3181,5.18939,test
1108,4.37517,0.09087,2266.05,4024.56,292.124,289.665,33.4476,51.1613,284.504,173.343,0.546003,0.798783,175.135,train
1109,0.0550029,0.218058,1741.89,1013.09,13087.4,291.577,55.6119,22.6075,55.6119,157.949,1,136.599,1.72743,train
1110,1.0455,1.30349,2926.97,2752.81,5253.26,294.461,6.62944,582.533,104.1,168.973,0.661362,1.71667,110.89,train
1111,0.580021,0.2617,2122.5,3273.99,119.862,171.716,36.8566,14.4484,159.98,53.7198,0.125043,0.139895,120.542,train
1112,1.28245,1.47807,2808.79,1998.02,1878.65,118.021,11.4361,126.737,82.8375,54.3513,0.402637,0.636139,67.4619,train
1113,0.172979,1.38335,4102.26,2299.08,2999.45,233.851,32.4033,138.751,38.3191,76.0296,0.970634,4.22693,46.2587,train
1114,0.760182,0.134181,2949.41,3548.52,365.948,161.366,25.0819,33.3321,146.5,95.0861,0.513663,0.768564,91.0844,train
1115,1.71117,1.9096,1127.32,2842.01,2951.84,215.236,31.7597,255.849,82.605,78.9025,0.722878,1.53022,86.6744,train
1116,1.87807,2.37053,2734.65,2775.56,156.614,189.637,30.1122,24.3234,184.901,33.809,0.0296881,0.0304942,155.308,test
1117,0.632296,0.0906275,4062.13,1939.27,7947.23,208.223,51.4313,27.5563,197.495,208.223,1,45.2187,3.46741,train
1118,0.944896,0.768076,2329.2,3210.14,980.494,240.554,23.0299,150.01,172.394,83.8704,0.313345,0.445507,152.994,train
1119,0.166464,3.43526,1137.29,4083.41,5436.57,282.975,5.26885,52.5749,5.26885,9.01683,1,28.7165,9.6706,train
1120,0.0860565,0.273677,3455.83,2419.2,144.147,249.447,50.5634,21.1241,178.417,82.4692,0.357144,0.484694,146.546,train
1121,0.282375,0.857261,2536.21,3912.83,1603.4,234.078,31.1461,124.936,59.6268,68.3923,0.859654,2.23888,77.919,test
1122,3.1237,0.904239,1916.89,1515.66,129.397,91.5652,52.5179,4.77355,90.768,56.001,0.0892002,0.0944143,36.8908,train
1123,2.55122,2.51252,1787,2078.36,2622.47,281.297,13.9836,455.458,181.395,101.204,0.373727,0.575225,173.675,train
1124,3.72968,1.39058,2564.53,3878.23,188.944,211.955,29.8279,33.4937,208.453,36.0385,0.0341002,0.035035,177.268,train
1125,0.322629,0.0543487,1613.9,1494.5,191.654,192.186,32.6859,11.4304,170.234,173.412,0.882294,2.35957,59.6406,test
1126,0.0531092,0.542809,3472.15,3908.57,679.567,207.421,22.9432,32.9413,28.783,38.4698,0.968344,3.68522,48.4741,train
1127,1.01998,1.56792,2838.88,1422.02,558.69,228.964,29.5316,91.1761,197.476,70.4249,0.205049,0.250577,163.196,train
1128,0.0868194,0.0655501,2548.36,1285.02,1186.39,266.271,12.3568,21.3858,169.611,266.246,0.999899,14.0846,18.0259,train
1129,0.660848,0.422262,1015.64,3181.82,5701.32,86.2908,15.2508,47.3384,15.7611,50.4843,0.992817,8.49442,8.30306,train
1130,0.189121,1.58916,1347.58,2002.5,1881.49,298.521,15.0669,72.1648,15.3599,37.7439,0.998966,7.38262,38.3551,train
1131,4.6979,0.685979,2050.97,1046.55,272.461,209.761,39.2467,38.264,205.79,92.5458,0.312578,0.379519,140.439,train
1132,1.71356,1.15286,1519.07,2644.13,17023.6,198.476,39.8659,378.316,53.1387,163.973,0.916318,6.53996,22.223,train
1133,3.86704,1.34291,3958.54,1664.5,14159.4,109.364,17.544,204.458,96.0074,109.013,0.996177,6.33453,14.4397,train
1134,0.173482,1.51756,3201.77,3855.29,794.2,128.584,7.38907,50.1682,38.2635,15.9639,0.745249,1.42983,63.1683,train
1135,0.0633899,0.092382,3565.98,4164.45,931.769,177.311,33.8897,29.6838,45.9943,111.047,0.915601,4.12201,31.8575,test
1136,1.01312,1.32087,1996.92,1073.24,2499.62,187.911,16.2664,170.089,103.838,136.248,0.699012,1.76325,68.0457,train
1137,2.73817,3.03125,3847.26,2184.8,300.168,178.042,45.1416,38.4715,174.39,50.9506,0.0437101,0.0453244,128.167,train
1138,2.3127,0.101625,2577.81,1441.42,1831.33,198.863,52.6949,21.4112,195.271,198.862,0.999995,12.5019,11.6916,train
1139,0.56863,0.144768,1335.94,4130.55,2366.07,162.322,26.495,69.9535,70.2367,143.479,0.861272,3.95681,29.5653,train
1140,1.42021,0.679389,3491.65,1338.79,1319.31,162.542,41.5189,80.9452,146.219,130.513,0.735347,1.4505,61.354,train
1141,0.892221,0.465086,4033.27,2120.96,2924.48,121.376,53.5531,61.0708,104.405,115.464,0.912841,2.96472,20.8826,train
1142,0.284125,0.242244,4009.98,1271.91,13920.8,278.087,23.4351,78.4615,209.221,278.087,1,45.1808,5.63629,train
1143,0.134975,1.6177,3655.43,4034.69,167.817,112.258,34.2663,10.9881,89.9879,35.9498,0.285548,0.34013,65.4766,test
1144,0.357345,0.116895,1773.05,3547.2,11851.8,158.176,16.8911,58.5826,65.7146,158.174,0.999982,28.5828,4.94292,train
1145,0.816657,1.70798,3107.02,3749.99,1172.92,294.918,28.7002,234.921,202.334,65.3785,0.347777,0.462257,200.288,train
1146,0.725127,0.502162,4118.61,3103.68,271.782,173.337,59.2886,27.3512,164.179,76.8378,0.153874,0.174381,100.637,train
1147,0.35043,0.143357,3872.36,3149.22,15349.8,228.761,18.619,94.8715,158.848,228.761,1,34.0001,6.18064,train
1148,0.154805,0.107905,1917.58,2722.58,3660.18,271.495,37.2461,64.0044,55.884,255.111,0.930058,12.4589,17.4867,train
1149,0.656148,2.06455,1486.76,3980.96,4197.81,197.589,56.41,134.982,59.2224,72.8334,0.98008,4.30309,32.1553,train
1150,0.909818,0.971065,3280.2,1870.79,5175.68,168.926,21.5098,224.861,93.5798,145.287,0.839646,2.84901,43.4457,train
1151,1.42995,0.152454,1483.45,1849.88,1276.72,163.825,31.6447,36.6379,146.553,161.557,0.98284,4.52702,28.697,train
1152,0.770856,0.250519,1814.97,2803.29,170.428,238.221,21.2288,31.2487,215.886,65.7251,0.205059,0.24268,183.354,train
1153,1.90798,1.76868,2251.65,2665.39,639.001,237.397,42.1567,109.231,211.971,65.3272,0.130227,0.148739,170.94,train
1154,0.25385,2.03712,3115.89,1986.38,12905.9,235.461,11.3398,177.273,11.3401,55.1487,0.999998,16.3166,13.7358,train
1155,0.137489,2.06998,2534.21,1853.98,9297.58,178.942,28.7939,52.3156,28.7939,42.4259,1,26.6844,5.6268,test
1156,0.116554,0.277696,2568.65,4151.18,1959.49,186.456,10.5482,52.3569,11.5746,55.9667,0.994165,6.54502,26.7197,train
1157,0.946995,0.0572617,4184.35,4158.62,152.05,284.695,18.2255,29.6114,277.223,142.576,0.466658,0.63852,194.748,train
1158,0.502132,0.119053,1387.07,2310.09,234.203,158.286,29.2706,18.6984,131.439,97.2594,0.526983,0.851579,79.8386,test
1159,1.61608,0.873378,3641.17,2449.29,2032.73,109.243,53.667,67.3184,97.8024,85.1366,0.56625,0.95025,33.1173,train
1160,0.0877529,0.0866288,3326.31,2163.38,1182.9,199.948,59.3765,25.2892,113.31,194.316,0.959936,6.31182,21.3789,train
1161,0.0740516,0.477509,3428.67,2784.51,682.554,104.135,54.5469,11.4073,59.206,63.1262,0.906043,2.68829,16.7127,test
1162,0.0768616,2.21115,2755.38,3695.67,638.428,198.724,55.8128,28.6999,63.2087,59.3249,0.948248,3.01454,44.954,test
1163,1.50483,0.0671292,3345.37,3628.18,772.673,82.7466,56.1564,6.17444,81.5201,81.5075,0.953402,3.17246,7.99101,test
1164,2.16953,0.217554,1234.4,2823.56,262.789,100.954,47.0662,11.1328,96.7965,65.1896,0.336321,0.427802,42.3642,test
1165,0.22122,0.148704,2937.43,1219.2,201.462,215.015,13.2684,23.0469,179.548,140.389,0.630101,1.11121,114.398,train
1166,0.0558665,3.03328,1725.39,4114.69,269.276,121.736,15.3447,9.61852,21.95,16.1154,0.937916,2.79357,35.7199,train
1167,1.82436,0.0813956,1768.04,3511.31,174.253,114.04,55.0857,7.56783,111.694,81.5646,0.449143,0.609692,43.43,train
1168,0.0789554,1.0612,2959.42,1199.17,15827.3,97.3232,31.8093,15.3081,31.8093,43.8387,1,67.7357,0.967199,test
1169,0.056899,0.59472,2515.07,3046.24,151.107,217.657,25.9365,17.5869,94.7618,35.6441,0.641012,1.05591,116.387,train
1170,4.05373,0.0536533,3765.25,3914.33,475.67,239.697,9.56957,43.2168,236.865,215.347,0.894192,2.26492,90.8544,train
1171,0.285935,0.15937,3589.92,1681.72,776.203,217.975,55.668,39.599,179.398,203.417,0.910303,2.89611,51.0163,train
1172,0.50442,0.131871,3689.83,3108.29,139.686,209.159,31.5503,20.4396,198.178,81.416,0.280761,0.340786,146.325,train
1173,2.17697,0.378267,4130.03,3686.62,7248.15,277.634,26.3792,346.709,239.073,275.001,0.989517,5.19757,47.8342,train
1174,0.203287,0.183039,1733.62,2140.98,136.562,84.4737,25.8276,5.85392,67.8631,40.7656,0.283234,0.387496,42.8663,train
1175,0.050076,0.404624,2873.11,1606.07,202.58,87.5826,35.4219,5.39643,50.0745,43.7259,0.719086,1.40804,26.6386,train
1176,0.108621,0.115212,2079.1,2961.79,19059.1,238.679,46.118,43.4869,46.118,173.558,1,84.3943,2.28168,train
1177,2.1371,0.425593,1481.91,1246.99,229.634,85.2613,6.74154,14.2718,80.7549,33.6335,0.342486,0.432693,62.1501,train
1178,0.527687,1.47492,3036.58,1573.96,130.921,217.054,49.9726,20.4605,204.285,58.7862,0.0764235,0.0817047,156.282,test
1179,0.775706,0.0600108,3354.8,1101.52,1503.97,277.89,21.1228,16.9732,271.368,277.89,1,22.7519,11.2856,train
1180,0.264703,0.809865,1384.46,3658.29,5710.58,261.689,55.4871,75.5669,55.4873,80.993,0.999999,15.5827,13.2328,test
1181,0.100123,1.72742,2301.89,2871.86,6171.2,202.479,5.38544,45.4247,5.38544,14.542,1,26.7763,7.36077,train
1182,0.387762,0.225332,3964.36,2227.72,17048.3,147.072,28.2915,59.6248,108.284,147.072,1,33.9623,3.49741,train
1183,0.0556426,0.338845,1949.68,1685.29,12838.1,115.555,34.6812,8.77363,34.6812,50.0451,1,118.339,0.683406,train
1184,0.530068,0.390937,2844.41,3357.82,19218.8,277.253,17.0068,333.971,55.7467,271.423,0.977598,14.6407,17.3773,train
1185,2.94643,0.0561674,1012.83,3844,1050.95,124.929,6.05039,25.4061,116.415,123.722,0.989844,4.86757,24.1745,train
1186,0.124885,0.373158,3904.59,3063.94,4545.69,224.79,7.2767,105.775,7.87245,99.7912,0.997261,9.32208,23.2693,train
1187,0.100828,0.105575,3418.34,1802.44,606.585,149.637,49.4442,16.705,101.169,137.23,0.876173,3.18765,27.5394,train
1188,1.22783,0.336625,1537.64,3592.14,1618.52,103.846,46.6945,43.6922,80.7038,82.8274,0.632227,1.3385,26.9952,train
1189,0.146977,0.141966,1510.25,3906.01,3271.18,99.7421,57.8955,9.28798,57.8992,74.6451,0.999913,14.7369,2.83933,test
1190,0.193977,0.091042,3526.98,4073.94,5272.28,234.571,37.645,72.9899,127.885,234.437,0.999317,14.2149,13.8441,train
1191,0.887656,0.0813014,3279.42,3114.62,263.944,173.603,9.77094,26.3535,164.55,113.843,0.635238,1.04234,99.8453,train
1192,0.174391,0.35675,4188,1051.68,118.276,272.773,5.57102,25.4754,237.892,73.472,0.254118,0.315247,215.389,train
1193,0.0615165,0.251063,1897.14,2458.15,8967.02,145.059,55.9472,10.3999,55.9472,72.7986,1,76.8345,1.15979,test
1194,0.390966,0.0834792,1747.95,3740.01,3101.27,155.46,32.0299,38.4412,99.2087,155.155,0.99753,9.93318,12.3953,test
1195,0.633732,0.941533,1134.7,3116.2,9449.52,135.309,59.234,54.7031,59.2368,77.8785,0.999963,13.1409,5.78898,train
1196,1.00886,0.142451,2854.24,3022.61,624.897,269.015,47.2944,70.7618,244.441,211.638,0.74122,1.45132,113.237,train
1197,0.0501946,0.172806,4137.6,3120.3,19649.6,292.408,20.6825,56.4333,20.6825,125.342,1,94.6123,2.87198,train
1198,0.38104,0.0887826,3989.24,1716.1,12094,223.391,49.0916,26.5563,205.921,223.391,1,79.3775,2.19583,test
1199,0.116945,0.153877,4157.88,4196.18,2907.13,86.7947,48.283,17.4501,50.9071,75.3083,0.931863,5.97876,6.00252,test
1200,0.162457,0.257961,1389.17,3537.85,906.691,298.728,14.6483,61.7372,25.1672,82.296,0.962972,4.0176,68.0906,train
1201,3.4486,0.286416,2089.54,3801.65,1207.29,118.46,11.7784,75.2786,108.013,80.9141,0.648057,1.10877,62.3536,train
1202,1.05306,0.882616,3894.31,2831.93,116.844,140.124,39.4087,11.341,137.359,43.946,0.0450508,0.0467468,97.0615,train
1203,2.81399,0.0860051,2668.34,3997.67,848.288,264.792,57.8507,64.6751,256.179,245.958,0.90899,2.46725,76.2418,train
1204,0.411236,4.6522,3530.21,3671.28,3974.73,113.443,33.6404,107.137,39.645,39.9132,0.924757,2.73789,26.9545,train
1205,0.558814,0.577704,1307.7,2813.3,304.51,179.016,45.451,31.1325,136.413,64.6064,0.318968,0.416703,102.238,train
1206,0.178304,1.06425,3325.25,2534.86,2691.76,153.816,7.66965,84.6811,10.9919,39.0594,0.977268,4.53996,31.4593,test
1207,4.87677,2.23383,3486.44,1660.87,3508.72,135.999,13.3394,265.471,120.386,84.8932,0.583352,0.945724,75.6603,train
1208,0.159676,0.158743,3172.93,1106.58,134.623,126.562,15.7872,9.70352,107.409,71.0272,0.49867,0.766382,72.0791,train
1209,0.746784,0.173562,3411.57,2794.87,259.365,233.131,37.5008,38.0411,218.199,115.923,0.400868,0.534682,146.67,train
1210,4.96564,0.234603,1742.77,2214.1,139.132,290.876,31.6374,31.4392,287.243,92.1633,0.233475,0.267853,225.967,train
1211,0.425118,0.0682842,2390.88,3471.83,6960.7,149.874,32.8497,27.743,122.579,149.874,1,29.3613,3.98566,train
1212,0.302238,0.584582,1831.55,1747.1,5830.9,99.5358,55.5074,24.2825,55.6701,79.283,0.996305,10.5334,4.16445,train
1213,1.28716,4.73163,2981.88,1089.82,13739.3,90.021,43.958,151.012,50.6762,73.2431,0.854154,3.57965,10.9912,test
1214,1.38686,0.127996,1731.43,1942.32,948.767,271.983,5.60389,64.278,245.215,264.154,0.97061,3.8163,67.749,test
1215,0.102454,3.37764,2642.5,1468.43,143.448,176.199,7.94688,18.5627,107.635,11.6895,0.407509,0.529846,129.404,train
1216,0.0539201,0.88756,3695.43,3465.81,17147.8,270.106,29.4142,47.9598,29.4142,45.0052,1,86.0582,2.79685,test
1217,0.103571,1.13708,1264.19,3372.35,112.565,189.224,53.3725,10.1856,111.431,56.0287,0.572631,0.859716,90.4866,train
1218,0.168364,0.620203,3790.4,1384.48,1582.74,267.722,16.8143,124.284,72.9707,161.556,0.776187,2.48013,78.5247,train
1219,2.0684,1.24603,1926.78,1453.42,144.463,127.023,20.7575,14.5076,123.383,28.7682,0.0753842,0.0797691,100.424,train
1220,2.46886,0.488993,3199.04,3195.05,852.478,209.325,42.5193,105.905,195.916,110.305,0.406372,0.545636,124.232,train
1221,3.64501,0.786488,2099.3,2142,9738.42,88.8465,17.8986,118.493,73.3612,88.2353,0.991385,5.78065,12.1676,train
1222,0.221934,0.19009,1149.69,3981.87,184.421,288.221,32.534,31.3885,165.204,74.0029,0.481124,0.722778,170.2,train
1223,0.0677721,0.648022,2084.14,1502.24,888.968,260.989,15.1499,34.587,16.1184,50.6789,0.99606,6.29374,38.9069,train
1224,0.0793339,1.68926,1293.35,3699.96,228.803,152.805,53.5699,9.06292,64.4776,55.02,0.890082,2.22991,39.6101,train
1225,0.12203,0.0601044,3956.21,2985.64,422.92,126.672,38.7782,13.3102,99.1021,112.95,0.843882,2.35676,31.4721,train
1226,0.110985,0.489676,1553.47,2088.57,608.31,129.599,11.3098,19.4841,16.5907,30.361,0.955356,3.52822,32.0299,train
1227,0.701508,0.0569208,2637.27,1663.08,4428.84,187.666,38.3961,14.1305,180.029,187.666,1,46.7849,3.19057,test
1228,1.1857,0.107704,2623.4,1771.12,630.697,90.1872,33.9956,10.266,86.8869,87.8129,0.957746,3.30629,16.2772,train
1229,0.240702,0.364389,3096.75,1336.51,2553.55,94.239,47.8413,21.1729,65.834,91.3165,0.937012,5.2433,8.29156,test
1230,0.255241,0.289655,2938.26,3345.28,717.368,203.377,59.7421,55.6269,129.204,117.15,0.516397,0.956537,77.543,train
1231,0.801533,0.221656,3003.56,1140.43,1189.05,86.1255,34.7251,12.8202,80.8002,85.4414,0.986691,4.70385,10.7819,train
